Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9477992,"The Bayou Trilogy: Under the Bright Lights, Muscle for the Wing, and The Ones You Do",Daniel Woodrell,"Woodrell, Daniel",,"=""0316133655""","=""9780316133654""",5,3.76,Mulholland Books,Paperback,496,2011,2011,,2014/09/30,,,read,,,,1,0
13623817,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,"Ee, Susan",,"=""0761463275""","=""9780761463276""",5,4.12,Skyscape,Paperback,284,2012,2011,,2014/09/30,,,read,,,,1,0
12843127,Tomato Red,Daniel Woodrell,"Woodrell, Daniel",Megan Abbott,"=""0316206210""","=""9780316206211""",5,3.79,Back Bay Books,Paperback,224,2012,1998,,2014/09/30,,,read,,,,1,0
13038865,Woe to Live on,Daniel Woodrell,"Woodrell, Daniel",Ron Rash,"=""0316206164""","=""9780316206167""",5,4.19,Back Bay Books,Paperback,256,2012,1987,,2014/09/30,,,read,,,,1,0
13068,Double Whammy (Skink #1),Carl Hiaasen,"Hiaasen, Carl",,"=""0446695661""","=""9780446695664""",5,3.93,Grand Central Publishing,Paperback,404,2005,1987,,2014/09/30,,,read,,,,1,0
13087968,Give Us a Kiss,Daniel Woodrell,"Woodrell, Daniel",Pinckney Benedict,"=""0316206202""","=""9780316206204""",5,3.94,Back Bay Books,Paperback,224,2012,1996,,2014/09/30,,,read,,,,1,0
12868107,The Death of Sweet Mister,Daniel Woodrell,"Woodrell, Daniel",Dennis Lehane,"=""0316206148""","=""9780316206143""",5,3.91,Back Bay Books,Paperback,175,2012,2001,,2014/09/30,,,read,,,,1,0
13539193,Jane,Robin Maxwell,"Maxwell, Robin",,"=""0765333597""","=""9780765333599""",5,3.73,Tor Books,Paperback,320,2012,2012,,2014/09/30,,,read,,,,1,0
399,Underworld,Don DeLillo,"DeLillo, Don",,"=""0684848155""","=""9780684848150""",3,3.93,Scribner,Paperback,827,1998,1997,,2014/09/30,,,read,,,,1,0
6719051,White Noise,Don DeLillo,"DeLillo, Don",Richard Powers,"=""0143105981""","=""9780143105985""",3,3.87,Penguin Classics,Paperback,310,2009,1984,,2014/09/30,,,read,,,,1,0
400,Libra,Don DeLillo,"DeLillo, Don",,"=""0140156046""","=""9780140156041""",3,4.01,Penguin,Paperback,480,1991,1988,,2014/09/30,,,read,,,,1,0
293625,Child of God,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728740""","=""9780679728740""",0,3.84,Vintage,Paperback,197,1993,1973,,2014/09/30,to-read,to-read (#18),to-read,,,,0,0
395143,Outer Dark,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728732""","=""9780679728733""",0,3.89,Vintage,Paperback,242,1993,1968,,2014/09/30,to-read,to-read (#17),to-read,,,,0,0
11467371,Windows Powershell in Action,Bruce Payette,"Payette, Bruce",,"=""1935182137""","=""9781935182139""",5,4.19,Manning Publications,Paperback,1016,2011,2007,,2014/09/30,,,read,,,,1,0
16209142,Vmware Vsphere 5.1 Clustering Deepdive,Duncan Epping,"Epping, Duncan",Frank Denneman,"=""1478183411""","=""9781478183419""",3,4.22,Createspace Independent Publishing Platform,Paperback,416,2012,2012,,2014/09/30,,,read,,,,1,0
13592458,Windows PowerShell for Developers,Douglas Finke,"Finke, Douglas",,"=""1449322700""","=""9781449322700""",4,3.82,O'Reilly Media,Paperback,210,2012,2012,,2014/09/30,,,read,,,,1,0
7058997,Managing Vmware Infrastructure with Windows Powershell Tfm,Hal Rottenberg,"Rottenberg, Hal",,"=""0982131402""","=""9780982131404""",4,3.83,Sapien Technologies,Paperback,388,2009,2009,,2014/09/30,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,4.11,Broadway Books,Paperback,415,2014,2012,,2014/09/30,to-read,to-read (#16),to-read,,,,0,0
9718906,VMware vSphere PowerCLI Reference: Automating vSphere Administration,Luc Dekens,"Dekens, Luc","Alan Renouf, Glenn Sizemore, Arnim van Lieshout, Brian Graf, Andrew Sullivan, Jonathan Medd, Stephen Herrod, Matt Boren, Jeffrey Snover","=""0470890797""","=""9780470890790""",4,4.05,Sybex,Paperback,740,2011,2011,,2014/09/30,,,read,,,,1,0
687727,Star Fire,Ingo Swann,"Swann, Ingo",,"=""0440182190""","=""9780440182191""",5,3.89,,,,,1978,,2014/09/30,,,read,,,,1,0
6496604,Hillary Clinton,Alan Smithee,"Smithee, Alan",Ryan Howe,"=""1427638861""","=""9781427638861""",5,3.90,Bluewater Productions,Paperback,32,2009,2009,,2014/09/30,,,read,,,,1,0
36029,Rogue Messiahs: Tales of Self-Proclaimed Saviors,Colin Wilson,"Wilson, Colin",,"=""1571741755""","=""9781571741752""",4,3.56,Hampton Roads Publishing Company,Hardcover,274,2000,2000,2014/05/01,2014/05/20,"nonfiction, biography, essays","nonfiction (#15), biography (#17), essays (#19)",read,,,,1,0
63916,Downstream From Trout Fishing In America: A Memoir Of Richard Brautigan,Keith Abbott,"Abbott, Keith",,"=""0884963047""","=""9780884963042""",5,4.07,Capra Press,Paperback,174,,1989,2014/05/01,2014/05/04,"brautigan, biography","brautigan (#19), biography (#16)",read,"By far the best book on Brautigan I have read. Most reviewers just never ""got"" Brautigan and the subsequent works on his life and writing reflected those misconceptions, misunderstandings, and plain mistruths. Keith Abbott not only paints a loving portrait of the author, poet, and friend but provides us with what is perhaps the best literary analysis and review of Brautigan's writing.<br/><br/>I whole heartedly recommend this book not only for the Brautigan fanatic but I think it would make a great introduction to the reader just embarking on a study of Brautigan.",,,1,0
414077,"Parting the Waters: America in the King Years, 1954-63",Taylor Branch,"Branch, Taylor",,"=""0671687425""","=""9780671687427""",5,4.35,Simon  Schuster,Paperback,1120,1989,1988,,2014/03/03,"biography, nonfiction","biography (#15), nonfiction (#14)",read,,,,1,0
39671,The Real Frank Zappa Book,Frank Zappa,"Zappa, Frank",Peter Occhiogrosso,"=""0330316257""","=""9780330316255""",5,4.13,Picador USA,Paperback,352,1990,1989,,2014/03/03,"biography, nonfiction","biography (#14), nonfiction (#13)",read,,,,1,0
18773624,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""""","=""""",5,3.88,The Folio Society,Hardcover,275,1964,1847,,2013/11/09,"fiction, literature, novels","fiction (#110), literature (#124), novels (#173)",read,,,,1,0
863942,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",,"=""0345418271""","=""9780345418272""",5,3.91,Ballantine Books,Paperback,641,1997,1988,,2013/11/09,"fiction, literature, novels, philosophy","fiction (#109), literature (#123), novels (#172), philosophy (#54)",read,,,,1,0
13626341,Grimus,Salman Rushdie,"Rushdie, Salman",,"=""""","=""""",5,3.41,Modern Library (Random House),Paperback,319,2003,1975,,2013/09/19,science-fiction,science-fiction (#103),read,,,,1,0
839056,Only Apparently Real,Paul  Williams,"Williams, Paul",,"=""0934558310""","=""9780934558310""",4,3.79,Entwhistle Books,Paperback,196,1999,1986,,2013/11/09,"biography, essays, nonfiction, p-k-dick","biography (#13), essays (#18), nonfiction (#12), p-k-dick (#31)",read,,,,1,0
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",5,4.01,Vintage,Paperback,302,1993,1992,,2013/11/09,"fiction, literature, novels","fiction (#107), literature (#122), novels (#170)",read,,,,1,0
744388,"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679760849""","=""9780679760849""",5,4.14,Vintage Books,Paperback,426,1995,1994,,2013/11/09,"novels, literature, fiction","novels (#169), literature (#121), fiction (#106)",read,,,,1,0
8682,Jitterbug Perfume,Tom Robbins,"Robbins, Tom",,"=""1842430351""","=""9781842430354""",5,4.22,No Exit Press,Paperback,342,2001,1984,,2013/07/06,robbins,robbins (#3),read,,,,1,0
147859,"Sex, Drugs, Einstein, & Elves: Sushi, Psychedelics, Parallel Universes, and the Quest for Transcendence",Clifford A. Pickover,"Pickover, Clifford A.",,"=""1890572179""","=""9781890572174""",5,3.86,Smart Publications,Paperback,318,2005,2005,,2013/09/19,essays,essays (#17),read,,,,1,0
13063,Basket Case,Carl Hiaasen,"Hiaasen, Carl",,"=""0446695645""","=""9780446695640""",5,3.82,Grand Central Publishing,Paperback,400,2005,2002,,2013/07/06,,,read,,,,1,0
8675,Wild Ducks Flying Backward,Tom Robbins,"Robbins, Tom",,"=""0553383531""","=""9780553383539""",4,3.55,Bantam,Paperback,272,2006,2005,,2009/06/09,"essays, robbins","essays (#5), robbins (#10)",read,,,,1,0
9569,Villa Incognito,Tom Robbins,"Robbins, Tom",,"=""1842431021""","=""9781842431023""",5,3.68,No Exit Press,Paperback,256,2004,2003,,2009/06/09,"literature, novels, fiction, robbins","literature (#67), novels (#103), fiction (#96), robbins (#9)",read,,,,1,0
9567,Half Asleep in Frog Pajamas,Tom Robbins,"Robbins, Tom",,"=""184243036X""","=""9781842430361""",5,3.75,No Exit Press,Paperback,389,2002,1994,,2009/06/09,"literature, novels, fiction, robbins","literature (#4), novels (#19), fiction (#17), robbins (#8)",read,,,,1,0
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,"Robbins, Tom",,"=""055337933X""","=""9780553379334""",5,4.03,Bantam,Paperback,445,2001,2000,,2009/06/09,"literature, novels, fiction, robbins","literature (#53), novels (#89), fiction (#87), robbins (#7)",read,,,,1,0
9570,Another Roadside Attraction,Tom Robbins,"Robbins, Tom",,"=""1842431293""","=""9781842431290""",5,3.98,No Exit Press,Paperback,366,2004,1971,,2009/06/09,"literature, novels, fiction, robbins","literature (#6), novels (#14), fiction (#14), robbins (#6)",read,,,,1,0
9370,Skinny Legs and All,Tom Robbins,"Robbins, Tom",,"=""1842430343""","=""9781842430347""",5,4.06,No Exit Press,Paperback,422,2002,1990,,2009/06/09,"literature, novels, fiction, robbins","literature (#82), novels (#3), fiction (#2), robbins (#5)",read,,,,1,0
7572,Even Cowgirls Get the Blues,Tom Robbins,"Robbins, Tom",,"=""1842430246""","=""9781842430248""",5,3.77,No Exit Press,Paperback,366,2001,1976,,2009/06/09,"literature, novels, fiction, robbins","literature (#64), novels (#95), fiction (#91), robbins (#4)",read,,,,1,0
9566,Still Life with Woodpecker,Tom Robbins,"Robbins, Tom",,"=""184243022X""","=""9781842430224""",5,4.03,No Exit Press,Paperback,288,2001,1980,,2009/06/09,"literature, novels, fiction, robbins","literature (#99), novels (#21), fiction (#19), robbins (#2)",read,,,,1,0
3735283,B Is for Beer,Tom Robbins,"Robbins, Tom",,"=""0061687278""","=""9780061687273""",5,3.39,Ecco,Hardcover,128,2009,2009,,2013/07/06,"fiction, novels, robbins","fiction (#104), novels (#167), robbins (#1)",read,,,,1,0
6330,The Best of Roald Dahl,Roald Dahl,"Dahl, Roald",,"=""0679729917""","=""9780679729914""",5,4.39,Vintage Books,Paperback,520,1990,1978,,2013/07/06,"fiction, short-stories","fiction (#103), short-stories (#40)",read,,,,1,0
7908638,"Star Island (Skink, #6)",Carl Hiaasen,"Hiaasen, Carl",,"=""0307272583""","=""9780307272584""",5,3.51,Alfred A. Knopf,Hardcover,337,2010,2010,,2013/07/06,,,read,,,,1,0
13062,"Skin Tight (Mick Stranahan, #1)",Carl Hiaasen,"Hiaasen, Carl",,"=""0446695696""","=""9780446695695""",5,3.97,Warner Books (NY),Paperback,420,2005,1989,,2013/07/06,,,read,,,,1,0
13060,Nature Girl,Carl Hiaasen,"Hiaasen, Carl",,"=""0307262995""","=""9780307262998""",5,3.64,Alfred A. Knopf,Hardcover,306,2006,2006,,2013/07/06,,,read,,,,1,0
13079,"Skinny Dip (Skink, #5; Mick Stranahan #2)",Carl Hiaasen,"Hiaasen, Carl",,"=""0446615129""","=""9780446615129""",5,3.82,Grand Central Publishing,Mass Market Paperback,496,2006,2004,,2013/07/06,,,read,,,,1,0
16071701,"Bad Monkey (Andrew Yancy, #1)",Carl Hiaasen,"Hiaasen, Carl",,"=""0307272591""","=""9780307272591""",5,3.71,Knopf,Hardcover,317,2013,2013,2013/07/06,2013/07/06,"fiction, literature, novels","fiction (#102), literature (#120), novels (#166)",read,,,,1,0
8695857,A Wizard a True Star: Todd Rundgren in the studio,Paul Myers,"Myers, Paul",,"=""1906002339""","=""9781906002336""",5,4.12,Jawbone Press,Paperback,320,2010,2010,2013/06/01,2013/07/06,"biography, nonfiction","biography (#12), nonfiction (#11)",read,"Really well researched details of Todd's work in the recording studio producing artists like Robbie Robertson, Patti Smith, XTC, Sparks, Hall & Oates, Meat Loaf, Cheap Trick, Grand Funk, The Psychedelic Furs, The Tubes, Todd's solo works, and his own band Utopia. Lots of great interviews with the artists and Todd himself. A really great read.",,,1,0
3372279,The Doors of Perception,Aldous Huxley,"Huxley, Aldous",,"=""0060801719""","=""9780060801717""",5,3.92,HarperCollins Publishers,Paperback,79,1970,1954,,2009/06/15,"essays, nonfiction, philosophy, science, huxley","essays (#10), nonfiction (#5), philosophy (#41), science (#26), huxley (#9)",read,,,,1,0
10398865,The Search For Philip K. Dick ,Anne R. Dick,"Dick, Anne R.",,"=""""","=""""",4,3.66,Tachyon Publications,Kindle Edition,288,2010,1995,2011/02/14,2011/03/03,"biography, nonfiction, p-k-dick","biography (#9), nonfiction (#9), p-k-dick (#30)",read,"Maybe this book is TMI but for a Phil Dick fanatic like myself it is juicy behind the scenes real life meets sci-fi meets am I insane or are those really CIA/FBI/Aliens following me. Dick's 3rd wife Anne tells every bit of her side of the story in this frank account of their years together in Point Reyes. She follows this up with a thoroughly researched accounting of PKD's descent into <insert your favorite derogatory term here> after he left her and moved to the East Bay and later Southern California. The book likely enraged Dick fans around the world but it's a fascinating read. Not only because Philip K. Dick is one of the most fascinating people to have lived but also because Anne Dick manages to remind us what life was like for an American wife and woman in the Fifties and Sixties. Everything, including most people's neurotic behavior, was blamed on the mother. Heck, at one point the Point Reyes sheriff comes out to their house, talks calmly with Phil Dick, and trundles Anne off to a mental hospital for 72 hours observation! Those were the days. ",,,1,0
12722,The Moon Is Down,John Steinbeck,"Steinbeck, John",,"=""0141185538""","=""9780141185538""",3,3.91,Penguin Classics,Paperback,144,2000,1942,,2009/06/10,"literature, novels, steinbeck, fiction","literature (#91), novels (#86), steinbeck (#12), fiction (#83)",read,,,,1,0
11909762,"Mutants and Mystics: Science Fiction, Superhero Comics, and the Paranormal",Jeffrey J. Kripal,"Kripal, Jeffrey J.",,"=""0226453839""","=""9780226453835""",5,4.11,University of Chicago Press,Hardcover,376,2011,2011,,2012/07/28,,,read,"Wow. More than you ever thought possible to know about the relationships and characters involved in the evolution of consciousness from 19th Century mysticism to to origins of superhero comics and sci-fi to the nuclear age and UFO's - aliens, remote viewing, psychics, mystics, artists, Marvel/DC, et al. This book is large and packed. Well researched and easy to read. I would say my only quibble would be the academic tone at times - ok, ok, I get it ... no need to tell me what you are going to tell me then tell me then tell me what you told me.<br/><br/>Great bathroom reader. Definitely deserving of 5 stars.",,,1,0
112525,Winter's Bone,Daniel Woodrell,"Woodrell, Daniel",,"=""""","=""""",5,3.87,"Little, Brown and Company",Hardcover,193,2010,2006,,2012/07/28,,,read,"Man. Another new author (to me). This guy reminds me of Cormac McCarthy or Faulkner (if Faulkner was an easier read). But, he's got a similar feel for a very harsh micro-subculture - for Woodrell it's the Ozarks along the Missouri/Arkansas border. I've been there and he's not far from the mark although I didn't rub shoulders with the crank culture. This novel manages to be sweet, harsh, despairing, and gritty. Maybe not everybody's cup of tea but I loved it.",,,1,0
13066,"Sick Puppy (Skink, #4)",Carl Hiaasen,"Hiaasen, Carl",,"=""0446695688""","=""9780446695688""",5,3.90,Grand Central Publishing,Paperback,464,2005,2000,2012/07/07,2012/07/28,,,read,A new author (to me)! Love this guy - I'll read every book he's written. Sick Puppy has so many places and people that remind me of my years in Florida. Hilarious and eco-socio-economically incisive at the same time. I recommend Hiaasen.,,,1,0
67880,The Outsider,Colin Wilson,"Wilson, Colin",,"=""0753814323""","=""9780753814321""",0,4.04,Phoenix,Paperback,322,2001,1956,2012/07/28,2009/06/09,philosophy,philosophy (#4),read,,,,1,0
9439303,Life,Keith Richards,"Richards, Keith",James Fox,"=""0297854399""","=""9780297854395""",3,3.88,Weidenfeld & Nicolson,Hardcover,564,2010,2010,2011/06/18,2011/03/04,"biography, nonfiction","biography (#10), nonfiction (#10)",read,Be sure to read all the way to the end of this fairly long book so as not to miss the part where Richards tells how he snorted some of his father's ashes after they spilled on a table.,,,1,0
8192278,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition",Mark Twain,"Twain, Mark","Harriet E. Smith, Benjamin Griffin, Victor Fischer, Michael B. Frank, Sharon K. Goetz, Leslie Diane Myrick","=""0520267192""","=""9780520267190""",0,3.78,University of California Press,Hardcover,760,2010,2010,2012/07/28,2011/11/23,,,read,,,,1,0
13057778,"The Man Who Planted Trees: Lost Groves, Champion Trees, and an Urgent Plan to Save the Planet",Jim Robbins,"Robbins, Jim",,"=""1400069068""","=""9781400069064""",4,4.17,Spiegel & Grau,Hardcover,240,2012,2012,2012/04/18,2012/05/11,,,read,"The story of David Milarch is fascinating and a good read. Robbins is easy to read, informative, and presents the science well. I learned a lot - the book is inspiring and informative. However, he could have left out the mystical mumbo jumbo which tends to undermine the credibility of the author and actors in this extremely important narrative. Still, just ignore those passages, there is plenty of hard science in here to support the program.",,,1,0
7857195,Squirrel Seeks Chipmunk,David Sedaris,"Sedaris, David",Ian Falconer,"=""0316038393""","=""9780316038393""",5,3.37,"Little, Brown & Co",Hardcover,163,2010,2010,2012/05/01,2012/05/11,,,read,"Cute, funny, insightful, charming. A lovely book, it would no doubt make a good one to read out loud.",,,1,0
11713909,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307948358""","=""9780307948359""",5,3.68,Anchor Books,Mass Market Paperback,379,2011,2010,2012/02/28,2012/02/28,"fiction, literature, novels, short-stories","fiction (#101), literature (#119), novels (#165), short-stories (#39)",read,"A different kind of novel. Short stories, perhaps, but still a novel. Poignant. I was totally immersed, inside the characters. It's unusual for an experimental work to be so accessible.<br/><br/>Time is a stealth goon so read this one slowly appreciating every chapter's poignant portrait.",,,1,0
125312,Schrödinger's Cat II: The Trick Top Hat,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0671821180""","=""9780671821180""",5,4.21,Pocket Books,Paperback,254,1981,1980,,2009/06/09,"literature, science, novels, bob, fiction","literature (#11), science (#20), novels (#38), bob (#11), fiction (#35)",read,,,,1,0
6550683,Mathematical Biophysics: Physico-Mathematical Foundations of Biology,Nicolas Rashevsky,"Rashevsky, Nicolas",,"=""0123688167""","=""9780123688163""",5,4.33,"Dover Publications, Inc.",Paperback,462,1960,1938,,2009/06/15,to-read,to-read (#7),to-read,,,,0,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.30,Scholastic Press,Hardcover,391,2009,2009,,2011/11/23,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",3,4.06,Scholastic Press,Hardcover,398,2010,2010,,2011/11/23,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.32,Scholastic Press,Hardcover,374,2008,2008,,2011/11/23,,,read,,,,1,0
6555065,A Confederate General from Big Sur,Richard Brautigan,"Brautigan, Richard",,"=""""","=""""",5,4.00,Grove Press,Paperback,159,1968,1964,,2009/06/09,"literature, novels, brautigan, fiction","literature (#17), novels (#27), brautigan (#4), fiction (#25)",read,,,,1,0
8461105,"The Hemlock Cup: Socrates, Athens and the Search for the Good Life",Bettany Hughes,"Hughes, Bettany",,"=""1400041791""","=""9781400041794""",4,3.98,Alfred a Knopf Inc,Hardcover,484,2011,2010,,2011/09/03,"biography, philosophy","biography (#11), philosophy (#53)",read,,,,1,0
226476,The Simulacra,Philip K. Dick,"Dick, Philip K.",,"=""0441063012""","=""9780441063017""",5,3.62,Ace Books,Mass Market Paperback,192,1964,1964,,2009/06/09,"science-fiction, novels, p-k-dick","science-fiction (#60), novels (#113), p-k-dick (#5)",read,,,,1,0
6550385,The Genius and The Goddess,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",5,3.78,Bantam Books,Paperback,151,1956,1955,,2009/06/15,"literature, huxley, fiction","literature (#112), huxley (#10), fiction (#77)",read,,,,1,0
3282409,Crome Yellow,Aldous Huxley,"Huxley, Aldous",,"=""000654729X""","=""9780006547297""",5,3.43,FLAMINGO,Paperback,176,1994,1921,,2009/06/09,"literature, novels, huxley, fiction","literature (#40), novels (#105), huxley (#8), fiction (#99)",read,,,,1,0
1179648,Great Science Fiction by Scientists,Groff Conklin,"Conklin, Groff",,"=""0020190301""","=""9780020190301""",5,3.50,Collier,Paperback,313,1966,1962,,2011/04/27,"anthologies, science-fiction, short-stories","anthologies (#17), science-fiction (#102), short-stories (#38)",read,,,,1,0
284996,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",Robert Giroux,"=""""","=""""",5,4.39,"Farrar, Straus & Giroux",Paperback,555,1971,1971,2010/06/04,2009/06/09,"literature, short-stories, fiction","literature (#3), short-stories (#22), fiction (#20)",read,"Is Flannery O'Connor the greatest short story writer of our time ? Perhaps. Anyway, I love her. What a great read this collection is, including her letters. How does she manage to be so dark and so funn ? Love her stories about her peacocks. I wonder what the Mark Twain re-writers will do when they discover O'Connor's use of the N-word ?",,,1,0
7897478,"The Bedwetter: Stories of Courage, Redemption, and Pee",Sarah Silverman,"Silverman, Sarah",,"=""""","=""""",5,3.53,Harper Collins,Hardcover,240,2010,2010,2010/12/01,2011/03/03,"biography, essays, nonfiction","biography (#8), essays (#16), nonfiction (#8)",read,"As you would expect - hilarious! But, what I did not expect, it's a self help book! And, I don't mean bed wetting - although I would imagine someone with that problem would get a lot of help out of reading this book. I mean, Silverman imparts life lessons in here. Really great stuff plus it is such a fun read.",,,1,0
7648269,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S.C. Gwynne,"Gwynne, S.C.",,"=""1416591052""","=""9781416591054""",5,4.21,Scribner,Hardcover,371,2010,2010,2010/11/01,2011/03/03,"reference, nonfiction, biography","reference (#7), nonfiction (#7), biography (#7)",read,"This extensively researched history of the Comanche should be required reading for every American. Gwynne manages to transform what could be an exhaustively detailed dry account into a gripping tale of historical scale. Not for the squeamish, Gwynne pulls no punches in his account - a major plus as far as I am concerned as the truth in this chapter should not be edited. The book contains tons of fascinating fact. For instance, did you know that Buffalo Hump (born ca. late 1790s to early 19th century — died 1870) was a Native American War Chief of the Penateka band of the Comanche Indians. His Nʉmʉ tekwapu (Comanche) name, properly transliterated, was Po-cha-na-quar-hip which meant ""erection that won't go down"" ? Or, that Isa-tai (""Wolf's Vulva"" c.1840 — c.1890) was a Comanche warrior and medicine man of the Quahadi band. Originally named Quenatosavit (White Eagle), after the debacle at Adobe Walls he was known as Isa-tai which translates as ""wolf's vulva"" or ""coyote vagina"" ?<br/><br/>Gwynne uses the life of Quanah Parker and Quanah's family as his focus to tie the epic saga together and provide a bigger than life character the reader can bond with. The Parker family could have their own book and the story of Quanah Parker is uniquely apropos as a microcosm of the larger story of the Native American tribes. If I could recommend only one book and it couldn't be any Brautigan or Vonnegut or Dick or Steinbeck or Robbins or McMurtry plus it had to be non-fiction then this would be it! :)",,,1,0
6890220,"Mind Games (The Disillusionists, #1)",Carolyn Crane,"Crane, Carolyn",,"=""0553592610""","=""9780553592610""",0,3.49,Spectra Books,Paperback,371,2010,2010,,2010/07/06,to-read,to-read (#15),to-read,,,,0,0
2805525,"Dynamics, the Geometry of Behavior: Global Behavior/Part 3 (Visual Mathematicals Library)",Ralph H. Abraham,"Abraham, Ralph H.",Christopher D. Shaw,"=""0942344030""","=""9780942344035""",5,4.42,Aerial Press,Paperback,123,1985,1982,,2009/06/15,mathematics,mathematics (#10),read,,,,1,0
6549672,"Dynamics, the Geometry of Behavior PT. 4: Bifurcation Behavior",Ralph H. Abraham,"Abraham, Ralph H.",Christopher D. Shaw,"=""0942344049""","=""9780942344042""",5,4.42,Aerial Press,Paperback,196,1988,1982,,2009/06/15,mathematics,mathematics (#7),read,,,,1,0
6100757,"Dynamics, the Geometry of Behavior, Part 2: Chaotic Behavior (Visual Mathematics Library)",Ralph H. Abraham,"Abraham, Ralph H.",Christopher D. Shaw,"=""0942344022""","=""9780942344028""",5,4.42,Aerial Press,Paperback,137,1983,1982,,2009/06/15,mathematics,mathematics (#9),read,,,,1,0
1425317,Poetry and Mysticism,Colin Wilson,"Wilson, Colin",,"=""0872861821""","=""9780872861824""",5,3.84,City Lights Books,Paperback,227,1986,1969,2009/05/01,2009/06/09,"philosophy, essays","philosophy (#6), essays (#7)",read,Perhaps the most important book ever written.,,,1,0
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",Jane Austen,"=""1594743347""","=""9781594743344""",0,3.31,Quirk Classics,Paperback,320,2009,2009,,2009/06/22,"to-read, novels, science-fiction, literature","to-read (#14), novels (#164), science-fiction (#101), literature (#118)",to-read,,,,0,0
3364099,Mysterious Oklahoma: Eerie true tales from the Sooner State,David A. Farris,"Farris, David A.",,"=""0964692201""","=""9780964692206""",4,3.50,Little Bruce,Paperback,119,1995,1995,,2009/06/20,nonfiction,nonfiction (#6),read,,,,1,0
81766,Frogs Into Princes,Richard Bandler,"Bandler, Richard",John Grinder,"=""0911226192""","=""9780911226195""",4,3.96,Real People Press,Paperback,194,1979,1979,,2009/06/20,philosophy,philosophy (#52),read,,,,1,0
1100281,The Politics of Psychopharmacology,Timothy Leary,"Leary, Timothy",,"=""1579510566""","=""9781579510565""",5,3.81,Ronin Publishing,Paperback,120,2002,2001,,2009/06/20,"essays, philosophy","essays (#15), philosophy (#51)",read,,,,1,0
6558232,Salome,Oscar Wilde,"Wilde, Oscar","Alfred Bruce Douglas, Valenti Angelo, Holbrook Jackson","=""""","=""""",5,3.69,Heritage Press,Hardcover,51,1945,1891,,2009/06/19,"literature, poetry","literature (#117), poetry (#4)",read,,,,1,0
6558201,First Lessons in Philology,Bernard Bigsby,"Bigsby, Bernard",,"=""""","=""""",5,5.00,Jones Brothers,Hardcover,142,1879,1879,,2009/06/19,"essays, philosophy, reference, science","essays (#14), philosophy (#50), reference (#6), science (#29)",read,,,,1,0
691586,"Space, Time and Beyond",Bob Toben,"Toben, Bob",Fred Alan Wolf,"=""0525473998""","=""9780525473992""",3,4.11,Plume,Paperback,174,1975,1975,,2009/06/19,"philosophy, science","philosophy (#49), science (#28)",read,,,,1,0
649512,Integral Yoga Hatha,Satchidananda,"Satchidananda, Satchidananda",,"=""093204042X""","=""9780932040428""",5,4.30,Integral Yoga Publications,Paperback,189,2002,1970,,2009/06/19,"philosophy, reference","philosophy (#48), reference (#5)",read,,,,1,0
205658,The Science of Hitting,Ted Williams,"Williams, Ted",John     Underwood,"=""""","=""""",5,4.30,Touchstone,Paperback,96,1986,1971,,2009/06/19,"essays, reference","essays (#13), reference (#4)",read,,,,1,0
564182,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris,"Sedaris, Amy","Stephen Colbert, Paul Dinello","=""0786868120""","=""9780786868124""",5,3.58,Hachette Books,Hardcover,224,,2004,,2009/06/19,"fiction, novels","fiction (#100), novels (#163)",read,,,,1,0
